{\rtf1\ansi\ansicpg1252\cocoartf1671\cocoasubrtf100
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\paperw11900\paperh16840\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\sl280\partightenfactor0

\f0\fs24 \cf2 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 type;time;latitude;longitude;altitude (m);speed (km/h);slope (%);distance (km);distance_interval (m);name;desc\
T;2018-08-28 17:33:45;50.375788000;6.993876000;611.3;78.9;13.0;14.723;21.91;;\
T;2018-08-28 17:33:46;50.375986000;6.993908000;613.7;79.7;11.1;14.745;22.14;;\
T;2018-08-28 17:33:47;50.376181000;6.994021000;615.4;83.3;6.9;14.768;23.13;;\
T;2018-08-28 17:33:48;50.376366000;6.994163000;615.1;82.5;-1.2;14.791;22.92;;\
T;2018-08-28 17:33:49;50.376516000;6.994312000;616.2;71.2;5.7;14.811;19.77;;\
T;2018-08-28 17:33:50;50.376674000;6.994475000;617.1;75.8;4.2;14.832;21.06;;\
T;2018-08-28 17:33:51;50.376832000;6.994669000;618.3;80.4;5.5;14.854;22.35;;\
T;2018-08-28 17:33:52;50.376962000;6.994860000;618.3;71.4;-0.2;14.874;19.84;;\
T;2018-08-28 17:33:53;50.377034000;6.995111000;618.3;70.4;0.1;14.893;19.57;;\
T;2018-08-28 17:33:54;50.377042000;6.995435000;618.0;83.0;-1.1;14.916;23.06;;\
T;2018-08-28 17:33:55;50.376982000;6.995816000;618.6;100.5;1.8;14.944;27.91;;\
T;2018-08-28 17:33:56;50.376886000;6.996217000;620.7;109.6;7.1;14.975;30.46;;\
T;2018-08-28 17:33:57;50.376738000;6.996506000;620.2;94.8;-1.8;15.001;26.34;;\
T;2018-08-28 17:33:58;50.376625000;6.996803000;619.5;88.5;-3.1;15.026;24.58;;\
T;2018-08-28 17:33:59;50.376544000;6.997119000;619.6;87.2;0.4;15.050;24.22;;\
T;2018-08-28 17:34:00;50.376480000;6.997427000;618.4;82.9;-5.0;15.073;23.04;;\
T;2018-08-28 17:34:01;50.376424000;6.997679000;616.1;68.3;-12.3;15.092;18.98;;\
T;2018-08-28 17:34:02;50.376404000;6.997934000;614.6;65.8;-8.1;15.110;18.28;;\
T;2018-08-28 17:34:03;50.376368000;6.998147000;613.3;56.4;-8.4;15.126;15.67;;\
T;2018-08-28 17:34:04;50.376339000;6.998361000;612.1;56.0;-7.9;15.141;15.56;;\
T;2018-08-28 17:34:05;50.376314000;6.998575000;612.4;55.7;2.2;15.157;15.47;;\
T;2018-08-28 17:34:06;50.376283000;6.998781000;612.4;54.2;-0.1;15.172;15.05;;\
T;2018-08-28 17:34:07;50.376239000;6.998971000;611.8;51.7;-3.8;15.186;14.37;;\
T;2018-08-28 17:34:08;50.376189000;6.999141000;611.1;47.9;-5.4;15.200;13.31;;\
T;2018-08-28 17:34:09;50.376121000;6.999341000;609.6;58.0;-9.7;15.216;16.11;;\
T;2018-08-28 17:34:10;50.376023000;6.999540000;609.3;64.3;-1.5;15.234;17.87;;\
T;2018-08-28 17:34:11;50.375854000;6.999724000;609.2;82.5;-0.2;15.257;22.91;;\
T;2018-08-28 17:34:12;50.375670000;6.999921000;607.1;89.3;-8.7;15.281;24.81;;\
T;2018-08-28 17:34:13;50.375482000;7.000098000;604.6;87.9;-10.3;15.306;24.41;;\
T;2018-08-28 17:34:14;50.375307000;7.000291000;603.4;85.8;-5.0;15.330;23.82;;\
T;2018-08-28 17:34:15;50.375176000;7.000526000;602.8;79.8;-2.7;15.352;22.18;;\
T;2018-08-28 17:34:16;50.375083000;7.000814000;600.0;82.6;-11.8;15.375;22.95;;\
T;2018-08-28 17:34:17;50.375039000;7.001162000;597.1;90.8;-11.8;15.400;25.23;;\
T;2018-08-28 17:34:18;50.375028000;7.001497000;594.5;85.9;-10.6;15.424;23.86;;\
T;2018-08-28 17:34:19;50.375020000;7.001805000;593.2;78.9;-6.0;15.446;21.93;;\
T;2018-08-28 17:34:20;50.374974000;7.002087000;593.0;74.5;-1.1;15.466;20.70;;\
T;2018-08-28 17:34:21;50.374895000;7.002342000;591.7;72.6;-6.3;15.487;20.16;;\
T;2018-08-28 17:34:22;50.374745000;7.002557000;588.7;81.5;-13.4;15.509;22.63;;\
T;2018-08-28 17:34:23;50.374569000;7.002791000;586.4;92.5;-9.0;15.535;25.70;;\
T;2018-08-28 17:34:24;50.374388000;7.003034000;587.1;95.5;2.7;15.561;26.54;;\
T;2018-08-28 17:34:25;50.374222000;7.003266000;588.6;89.2;6.2;15.586;24.77;;\
T;2018-08-28 17:34:26;50.374071000;7.003515000;590.4;87.9;7.2;15.611;24.41;;\
T;2018-08-28 17:34:27;50.373930000;7.003697000;591.3;73.2;4.3;15.631;20.34;;\
T;2018-08-28 17:34:28;50.373780000;7.003827000;592.0;68.7;4.0;15.650;19.08;;\
T;2018-08-28 17:34:29;50.373601000;7.003890000;592.0;73.5;-0.1;15.670;20.41;;\
T;2018-08-28 17:34:30;50.373404000;7.003845000;591.6;79.7;-2.0;15.693;22.15;;\
T;2018-08-28 17:34:31;50.373199000;7.003771000;589.2;84.3;-10.1;15.716;23.40;;\
T;2018-08-28 17:34:32;50.372990000;7.003611000;585.8;93.2;-13.1;15.742;25.89;;\
T;2018-08-28 17:34:33;50.372794000;7.003425000;582.9;91.8;-11.5;15.767;25.50;;\
T;2018-08-28 17:34:34;50.372589000;7.003238000;580.1;95.0;-10.7;15.794;26.40;;\
T;2018-08-28 17:34:35;50.372373000;7.003074000;578.0;96.2;-7.6;15.820;26.71;;\
T;2018-08-28 17:34:36;50.372169000;7.002933000;575.5;89.3;-10.3;15.845;24.81;;\
T;2018-08-28 17:34:37;50.371974000;7.002808000;572.4;84.4;-13.1;15.869;23.44;;\
T;2018-08-28 17:34:38;50.371798000;7.002732000;569.6;73.1;-14.1;15.889;20.31;;\
T;2018-08-28 17:34:39;50.371618000;7.002677000;567.0;73.4;-12.7;15.909;20.40;;\
T;2018-08-28 17:34:40;50.371465000;7.002706000;566.4;61.7;-3.4;15.927;17.14;;\
T;2018-08-28 17:34:41;50.371358000;7.002841000;566.3;55.1;-0.2;15.942;15.29;;\
T;2018-08-28 17:34:42;50.371259000;7.003040000;564.6;64.6;-9.6;15.960;17.94;;\
T;2018-08-28 17:34:43;50.371177000;7.003283000;563.2;70.4;-7.1;15.979;19.55;;\
T;2018-08-28 17:34:44;50.371080000;7.003506000;561.8;69.1;-7.6;15.999;19.19;;\
T;2018-08-28 17:34:45;50.371020000;7.003807000;559.6;80.7;-9.7;16.021;22.43;;\
T;2018-08-28 17:34:46;50.370993000;7.004101000;557.1;76.1;-11.6;16.042;21.13;;\
T;2018-08-28 17:34:47;50.370968000;7.004368000;553.9;69.1;-16.7;16.061;19.20;;\
T;2018-08-28 17:34:48;50.370923000;7.004612000;551.0;65.0;-16.1;16.079;18.07;;\
T;2018-08-28 17:34:49;50.370881000;7.004881000;547.4;70.9;-18.3;16.099;19.70;;\
T;2018-08-28 17:34:50;50.370781000;7.005107000;544.6;70.4;-14.7;16.119;19.55;;\
T;2018-08-28 17:34:51;50.370628000;7.005284000;542.8;76.2;-8.4;16.140;21.17;;\
T;2018-08-28 17:34:52;50.370459000;7.005364000;541.3;70.7;-7.2;16.159;19.64;;\
T;2018-08-28 17:34:53;50.370251000;7.005435000;540.4;85.3;-3.8;16.183;23.68;;\
T;2018-08-28 17:34:54;50.369994000;7.005496000;540.7;104.1;1.0;16.212;28.92;;\
T;2018-08-28 17:34:55;50.369749000;7.005506000;539.2;98.1;-5.8;16.239;27.26;;\
T;2018-08-28 17:34:56;50.369523000;7.005531000;538.2;90.7;-3.8;16.265;25.20;;\
T;2018-08-28 17:34:57;50.369306000;7.005540000;540.4;86.9;9.1;16.289;24.15;;\
T;2018-08-28 17:34:58;50.369092000;7.005545000;544.0;85.7;15.1;16.312;23.81;;\
T;2018-08-28 17:34:59;50.368890000;7.005470000;546.4;83.1;10.3;16.336;23.09;;\
T;2018-08-28 17:35:00;50.368724000;7.005381000;549.1;70.3;13.9;16.355;19.52;;\
T;2018-08-28 17:35:01;50.368571000;7.005239000;552.2;71.3;15.6;16.375;19.79;;\
T;2018-08-28 17:35:02;50.368536000;7.004990000;553.5;65.3;7.5;16.393;18.14;;\
T;2018-08-28 17:35:03;50.368578000;7.004645000;555.9;89.9;9.3;16.418;24.99;;\
T;2018-08-28 17:35:04;50.368636000;7.004253000;556.4;103.1;1.9;16.447;28.63;;\
T;2018-08-28 17:35:05;50.368706000;7.003817000;555.7;115.1;-2.2;16.479;31.98;;\
T;2018-08-28 17:35:06;50.368763000;7.003399000;555.1;109.5;-2.1;16.509;30.41;;\
T;2018-08-28 17:35:07;50.368801000;7.003043000;554.6;92.4;-1.9;16.535;25.68;;\
T;2018-08-28 17:35:08;50.368832000;7.002718000;553.9;84.2;-3.1;16.558;23.38;;\
T;2018-08-28 17:35:09;50.368856000;7.002392000;552.7;84.0;-4.9;16.581;23.35;;\
T;2018-08-28 17:35:10;50.368868000;7.002090000;553.4;77.5;3.1;16.603;21.53;;\
T;2018-08-28 17:35:11;50.368875000;7.001806000;554.7;72.8;6.7;16.623;20.22;;\
T;2018-08-28 17:35:12;50.368850000;7.001589000;556.1;56.5;8.7;16.639;15.69;;\
T;2018-08-28 17:35:13;50.368794000;7.001399000;558.0;53.6;12.7;16.654;14.88;;\
T;2018-08-28 17:35:14;50.368686000;7.001208000;559.4;65.3;7.7;16.672;18.14;;\
T;2018-08-28 17:35:15;50.368497000;7.001085000;561.5;82.0;9.2;16.695;22.77;;\
T;2018-08-28 17:35:16;50.368291000;7.000984000;563.3;86.5;7.7;16.719;24.01;;\
T;2018-08-28 17:35:17;50.368100000;7.000914000;564.0;78.6;3.3;16.740;21.82;;\
T;2018-08-28 17:35:18;50.367920000;7.000791000;563.4;78.7;-2.7;16.762;21.85;;\
T;2018-08-28 17:35:19;50.367751000;7.000641000;563.1;77.8;-1.6;16.784;21.62;;\
T;2018-08-28 17:35:20;50.367580000;7.000451000;563.7;84.0;2.6;16.807;23.34;;\
T;2018-08-28 17:35:21;50.367427000;7.000243000;563.2;81.2;-2.2;16.830;22.55;;\
T;2018-08-28 17:35:22;50.367253000;7.000036000;561.3;87.6;-7.7;16.854;24.32;;\
T;2018-08-28 17:35:23;50.367076000;6.999835000;557.9;87.6;-14.2;16.878;24.33;;\
T;2018-08-28 17:35:24;50.366861000;6.999703000;554.5;92.5;-13.1;16.904;25.69;;\
T;2018-08-28 17:35:25;50.366635000;6.999608000;550.5;93.7;-15.2;16.930;26.03;;\
T;2018-08-28 17:35:26;50.366399000;6.999547000;547.1;95.8;-12.8;16.957;26.61;;\
T;2018-08-28 17:35:27;50.366164000;6.999472000;546.2;96.0;-3.6;16.983;26.68;;\
T;2018-08-28 17:35:28;50.365905000;6.999454000;543.8;103.8;-8.4;17.012;28.84;;\
T;2018-08-28 17:35:29;50.365644000;6.999487000;541.7;104.9;-7.0;17.041;29.13;;\
T;2018-08-28 17:35:30;50.365381000;6.999526000;540.7;105.8;-3.7;17.071;29.39;;\
T;2018-08-28 17:35:31;50.365122000;6.999551000;539.8;103.9;-2.9;17.100;28.87;;\
T;2018-08-28 17:35:32;50.364868000;6.999530000;538.8;101.9;-3.5;17.128;28.29;;\
T;2018-08-28 17:35:33;50.364616000;6.999529000;537.8;100.9;-3.7;17.156;28.03;;\
T;2018-08-28 17:35:34;50.364384000;6.999527000;537.0;92.9;-3.1;17.182;25.81;;\
T;2018-08-28 17:35:35;50.364165000;6.999533000;537.0;87.7;0.1;17.206;24.36;;\
T;2018-08-28 17:35:36;50.363947000;6.999546000;539.1;87.4;8.5;17.230;24.27;;\
T;2018-08-28 17:35:37;50.363769000;6.999529000;540.1;71.4;5.3;17.250;19.84;;\
T;2018-08-28 17:35:38;50.363612000;6.999429000;541.1;67.9;4.9;17.269;18.86;;\
T;2018-08-28 17:35:39;50.363467000;6.999266000;543.0;71.5;9.9;17.289;19.87;;\
T;2018-08-28 17:35:40;50.363332000;6.999061000;545.4;75.4;11.3;17.310;20.93;;\
T;2018-08-28 17:35:41;50.363211000;6.998824000;545.7;77.7;1.3;17.332;21.58;;\
T;2018-08-28 17:35:42;50.363112000;6.998550000;546.0;80.6;1.5;17.354;22.39;;\
T;2018-08-28 17:35:43;50.363051000;6.998262000;546.2;77.7;1.1;17.376;21.59;;\
T;2018-08-28 17:35:44;50.363019000;6.997956000;547.0;79.4;3.6;17.398;22.06;;\
T;2018-08-28 17:35:45;50.362983000;6.997646000;548.1;80.7;4.6;17.420;22.42;;\
T;2018-08-28 17:35:46;50.362946000;6.997353000;549.3;76.5;5.8;17.441;21.25;;\
T;2018-08-28 17:35:47;50.362890000;6.997098000;549.0;69.1;-1.9;17.460;19.18;;\
T;2018-08-28 17:35:48;50.362806000;6.996821000;548.1;78.5;-3.9;17.482;21.81;;\
T;2018-08-28 17:35:49;50.362673000;6.996578000;547.9;81.9;-0.7;17.505;22.76;;\
T;2018-08-28 17:35:50;50.362496000;6.996328000;548.0;95.5;0.2;17.532;26.53;;\
T;2018-08-28 17:35:51;50.362305000;6.996085000;547.1;98.6;-3.1;17.559;27.39;;\
T;2018-08-28 17:35:52;50.362116000;6.995841000;546.0;98.2;-4.2;17.586;27.27;;\
T;2018-08-28 17:35:53;50.361929000;6.995575000;546.0;101.2;-0.0;17.614;28.12;;\
T;2018-08-28 17:35:54;50.361733000;6.995335000;546.0;99.7;0.0;17.642;27.69;;\
T;2018-08-28 17:35:55;50.361511000;6.995094000;544.3;108.2;-5.6;17.672;30.06;;\
T;2018-08-28 17:35:56;50.361251000;6.994864000;541.3;119.6;-9.2;17.705;33.23;;\
T;2018-08-28 17:35:57;50.360981000;6.994669000;538.7;119.1;-7.7;17.738;33.08;;\
T;2018-08-28 17:35:58;50.360712000;6.994499000;537.7;116.2;-3.0;17.771;32.28;;\
T;2018-08-28 17:35:59;50.360482000;6.994348000;537.5;99.9;-1.0;17.798;27.75;;\
T;2018-08-28 17:36:00;50.360249000;6.994195000;536.5;101.2;-3.4;17.827;28.11;;\
T;2018-08-28 17:36:01;50.360051000;6.994025000;536.2;90.5;-1.3;17.852;25.13;;\
T;2018-08-28 17:36:02;50.359920000;6.993761000;534.8;85.6;-6.0;17.875;23.78;;\
T;2018-08-28 17:36:03;50.359791000;6.993470000;534.0;90.7;-3.1;17.901;25.19;;\
T;2018-08-28 17:36:04;50.359664000;6.993106000;534.9;106.2;3.1;17.930;29.50;;\
T;2018-08-28 17:36:05;50.359537000;6.992752000;535.2;104.0;0.9;17.959;28.88;;\
T;2018-08-28 17:36:06;50.359399000;6.992400000;534.1;105.8;-3.6;17.988;29.38;;\
T;2018-08-28 17:36:07;50.359262000;6.992079000;534.3;98.9;0.5;18.016;27.46;;\
T;2018-08-28 17:36:08;50.359135000;6.991735000;534.6;101.7;1.0;18.044;28.26;;\
T;2018-08-28 17:36:09;50.359006000;6.991403000;534.2;99.5;-1.2;18.072;27.64;;\
T;2018-08-28 17:36:10;50.358924000;6.991021000;533.5;103.2;-2.6;18.100;28.67;;\
T;2018-08-28 17:36:11;50.358856000;6.990599000;533.0;111.5;-1.6;18.131;30.97;;\
T;2018-08-28 17:36:12;50.358799000;6.990170000;532.7;112.2;-1.0;18.163;31.18;;\
T;2018-08-28 17:36:13;50.358754000;6.989738000;531.6;112.1;-3.5;18.194;31.15;;\
T;2018-08-28 17:36:14;50.358697000;6.989311000;531.2;111.7;-1.3;18.225;31.04;;\
T;2018-08-28 17:36:15;50.358628000;6.988909000;530.9;106.6;-0.7;18.254;29.62;;\
T;2018-08-28 17:36:16;50.358546000;6.988516000;532.5;105.9;5.3;18.284;29.42;;\
T;2018-08-28 17:36:17;50.358457000;6.988138000;533.7;103.2;4.2;18.312;28.66;;\
T;2018-08-28 17:36:18;50.358364000;6.987766000;534.0;102.3;0.9;18.341;28.42;;\
T;2018-08-28 17:36:19;50.358277000;6.987404000;532.6;99.1;-5.0;18.368;27.52;;\
T;2018-08-28 17:36:21;50.358217000;6.987029000;532.0;49.5;-2.0;18.396;27.51;;\
T;2018-08-28 17:36:22;50.358182000;6.986649000;532.1;98.4;0.1;18.423;27.32;;\
T;2018-08-28 17:36:23;50.358158000;6.986283000;533.1;94.3;4.1;18.449;26.18;;\
T;2018-08-28 17:36:24;50.358179000;6.985914000;534.2;94.9;3.8;18.476;26.36;;\
T;2018-08-28 17:36:25;50.358233000;6.985562000;535.3;92.7;4.3;18.502;25.76;;\
T;2018-08-28 17:36:26;50.358337000;6.985262000;538.1;87.4;11.5;18.526;24.28;;\
T;2018-08-28 17:36:27;50.358481000;6.985031000;538.9;82.6;3.6;18.549;22.95;;\
T;2018-08-28 17:36:28;50.358632000;6.984801000;539.7;84.4;3.4;18.572;23.45;;\
T;2018-08-28 17:36:29;50.358783000;6.984569000;540.6;84.8;3.6;18.596;23.55;;\
T;2018-08-28 17:36:30;50.358912000;6.984332000;541.8;79.7;5.5;18.618;22.14;;\
T;2018-08-28 17:36:31;50.359021000;6.984101000;543.5;73.5;8.4;18.638;20.43;;\
T;2018-08-28 17:36:32;50.359064000;6.983860000;544.9;64.1;8.1;18.656;17.80;;\
T;2018-08-28 17:36:33;50.359070000;6.983618000;544.1;62.0;-4.9;18.673;17.23;;\
T;2018-08-28 17:36:34;50.359042000;6.983382000;543.9;61.5;-1.0;18.690;17.08;;\
T;2018-08-28 17:36:35;50.358981000;6.983167000;543.9;60.3;-0.1;18.707;16.74;;\
T;2018-08-28 17:36:36;50.358887000;6.982944000;545.0;68.4;6.0;18.726;19.00;;\
T;2018-08-28 17:36:37;50.358792000;6.982670000;544.8;79.8;-1.1;18.748;22.18;;\
T;2018-08-28 17:36:38;50.358661000;6.982364000;544.4;94.3;-1.3;18.775;26.20;;\
T;2018-08-28 17:36:39;50.358489000;6.982068000;545.8;102.4;4.7;18.803;28.46;;\
T;2018-08-28 17:36:40;50.358323000;6.981775000;547.1;100.3;4.7;18.831;27.85;;\
T;2018-08-28 17:36:41;50.358175000;6.981479000;547.8;96.2;2.9;18.858;26.73;;\
T;2018-08-28 17:36:42;50.358037000;6.981209000;549.1;88.5;5.0;18.882;24.59;;\
T;2018-08-28 17:36:43;50.357919000;6.980987000;550.4;73.9;6.4;18.903;20.54;;\
T;2018-08-28 17:36:44;50.357817000;6.980863000;551.6;51.7;8.8;18.917;14.37;;\
T;2018-08-28 17:36:45;50.357716000;6.980786000;551.9;45.0;2.1;18.930;12.50;;\
T;2018-08-28 17:36:46;50.357651000;6.980772000;551.7;26.3;-3.4;18.937;7.30;;\
T;2018-08-28 17:36:47;50.357539000;6.980844000;551.2;48.5;-3.7;18.950;13.47;;\
T;2018-08-28 17:36:48;50.357393000;6.980856000;551.1;58.5;-0.5;18.967;16.26;;\
T;2018-08-28 17:36:49;50.357200000;6.980960000;551.8;81.8;3.0;18.989;22.71;;\
T;2018-08-28 17:36:50;50.357035000;6.981361000;554.8;122.1;8.8;19.023;33.93;;\
T;2018-08-28 17:36:51;50.356899000;6.981822000;553.4;130.1;-3.7;19.059;36.13;;\
T;2018-08-28 17:36:52;50.356802000;6.982276000;551.8;122.6;-4.8;19.093;34.06;;\
T;2018-08-28 17:36:53;50.356707000;6.982706000;550.3;116.5;-4.8;19.126;32.37;;\
T;2018-08-28 17:36:54;50.356651000;6.983106000;549.0;104.9;-4.5;19.155;29.14;;\
T;2018-08-28 17:36:55;50.356586000;6.983474000;548.7;97.8;-1.1;19.182;27.17;;\
T;2018-08-28 17:36:56;50.356514000;6.983864000;547.8;104.0;-3.0;19.211;28.89;;\
T;2018-08-28 17:36:57;50.356426000;6.984272000;549.8;110.3;6.7;19.242;30.64;;\
T;2018-08-28 17:36:58;50.356339000;6.984665000;551.9;106.5;6.9;19.271;29.59;;\
T;2018-08-28 17:36:59;50.356265000;6.984997000;554.2;90.1;9.3;19.296;25.02;;\
T;2018-08-28 17:37:00;50.356207000;6.985275000;556.3;74.9;9.8;19.317;20.81;;\
T;2018-08-28 17:37:01;50.356133000;6.985546000;558.6;75.5;11.4;19.338;20.97;;\
T;2018-08-28 17:37:02;50.356044000;6.985811000;559.7;76.7;5.1;19.359;21.30;;\
T;2018-08-28 17:37:03;50.355933000;6.986023000;560.2;70.2;2.6;19.379;19.50;;\
T;2018-08-28 17:37:04;50.355777000;6.986171000;561.0;73.1;3.6;19.399;20.30;;\
T;2018-08-28 17:37:05;50.355578000;6.986301000;561.5;86.4;2.1;19.423;23.99;;\
T;2018-08-28 17:37:06;50.355362000;6.986396000;562.4;89.9;3.6;19.448;24.96;;\
T;2018-08-28 17:37:07;50.355129000;6.986458000;562.8;94.6;1.5;19.474;26.29;;\
T;2018-08-28 17:37:08;50.354906000;6.986489000;561.9;89.7;-3.5;19.499;24.90;;\
T;2018-08-28 17:37:09;50.354691000;6.986500000;560.2;86.1;-6.8;19.523;23.93;;\
T;2018-08-28 17:37:10;50.354481000;6.986538000;559.2;84.7;-4.4;19.547;23.52;;\
T;2018-08-28 17:37:11;50.354269000;6.986481000;557.9;86.1;-5.2;19.571;23.93;;\
T;2018-08-28 17:37:12;50.354064000;6.986394000;557.0;85.1;-4.0;19.594;23.63;;\
T;2018-08-28 17:37:13;50.353879000;6.986235000;556.9;84.5;-0.5;19.618;23.48;;\
T;2018-08-28 17:37:14;50.353728000;6.985993000;555.3;86.6;-6.8;19.642;24.06;;\
T;2018-08-28 17:37:15;50.353585000;6.985701000;553.8;94.2;-5.5;19.668;26.17;;\
T;2018-08-28 17:37:16;50.353472000;6.985339000;554.2;103.2;1.2;19.697;28.67;;\
T;2018-08-28 17:37:17;50.353359000;6.984946000;555.5;110.4;4.3;19.727;30.66;;\
T;2018-08-28 17:37:18;50.353237000;6.984527000;557.1;117.9;5.0;19.760;32.76;;\
T;2018-08-28 17:37:19;50.353081000;6.984063000;556.3;134.3;-2.3;19.797;37.30;;\
T;2018-08-28 17:37:20;50.352928000;6.983609000;554.2;131.5;-5.8;19.834;36.52;;\
T;2018-08-28 17:37:21;50.352758000;6.983163000;552.6;133.0;-4.2;19.871;36.95;;\
T;2018-08-28 17:37:22;50.352582000;6.982697000;554.3;138.6;4.4;19.909;38.51;;\
T;2018-08-28 17:37:23;50.352402000;6.982267000;555.6;131.7;3.7;19.946;36.57;;\
T;2018-08-28 17:37:24;50.352232000;6.981845000;554.3;127.8;-3.9;19.981;35.49;;\
T;2018-08-28 17:37:25;50.352058000;6.981427000;552.2;127.8;-5.8;20.017;35.49;;\
T;2018-08-28 17:37:26;50.351866000;6.980989000;551.3;136.0;-2.4;20.055;37.79;;\
T;2018-08-28 17:37:27;50.351665000;6.980503000;550.6;148.3;-1.7;20.096;41.19;;\
T;2018-08-28 17:37:28;50.351466000;6.980002000;547.0;151.1;-8.6;20.138;41.97;;\
T;2018-08-28 17:37:29;50.351277000;6.979519000;546.0;145.1;-2.6;20.178;40.30;;\
T;2018-08-28 17:37:30;50.351093000;6.979051000;546.9;140.7;2.5;20.217;39.09;;\
T;2018-08-28 17:37:31;50.350917000;6.978605000;546.7;134.3;-0.7;20.255;37.29;;\
T;2018-08-28 17:37:32;50.350748000;6.978168000;545.8;130.8;-2.3;20.291;36.34;;\
T;2018-08-28 17:37:33;50.350584000;6.977724000;545.3;131.4;-1.6;20.327;36.49;;\
T;2018-08-28 17:37:34;50.350430000;6.977308000;546.3;123.1;3.1;20.362;34.21;;\
T;2018-08-28 17:37:35;50.350291000;6.976944000;546.0;108.6;-1.2;20.392;30.17;;\
T;2018-08-28 17:37:36;50.350150000;6.976572000;545.7;110.8;-1.0;20.423;30.77;;\
T;2018-08-28 17:37:37;50.350017000;6.976240000;545.0;100.4;-2.5;20.450;27.88;;\
T;2018-08-28 17:37:38;50.349886000;6.975901000;545.9;101.5;3.2;20.479;28.19;;\
T;2018-08-28 17:37:39;50.349757000;6.975556000;546.0;102.4;0.5;20.507;28.44;;\
T;2018-08-28 17:37:40;50.349622000;6.975200000;545.7;106.0;-0.9;20.537;29.45;;\
T;2018-08-28 17:37:41;50.349489000;6.974848000;546.1;104.7;1.4;20.566;29.10;;\
T;2018-08-28 17:37:42;50.349359000;6.974501000;546.9;103.0;2.8;20.594;28.62;;\
T;2018-08-28 17:37:43;50.349227000;6.974163000;547.3;101.5;1.5;20.622;28.18;;\
T;2018-08-28 17:37:44;50.349102000;6.973833000;548.2;98.3;3.0;20.650;27.29;;\
T;2018-08-28 17:37:45;50.348977000;6.973502000;548.6;98.5;1.6;20.677;27.36;;\
T;2018-08-28 17:37:46;50.348850000;6.973167000;549.7;99.8;3.9;20.705;27.71;;\
T;2018-08-28 17:37:47;50.348724000;6.972841000;549.4;97.6;-1.0;20.732;27.11;;\
T;2018-08-28 17:37:48;50.348596000;6.972499000;549.1;101.5;-1.3;20.760;28.20;;\
T;2018-08-28 17:37:49;50.348463000;6.972160000;549.4;101.9;1.3;20.788;28.30;;\
T;2018-08-28 17:37:50;50.348337000;6.971853000;550.0;93.5;2.1;20.814;25.96;;\
T;2018-08-28 17:37:51;50.348211000;6.971541000;550.4;94.5;1.8;20.841;26.26;;\
T;2018-08-28 17:37:52;50.348107000;6.971275000;550.8;79.9;1.7;20.863;22.19;;\
T;2018-08-28 17:37:53;50.348005000;6.971013000;551.5;78.6;3.3;20.885;21.83;;\
T;2018-08-28 17:37:54;50.347901000;6.970750000;552.6;79.2;4.6;20.907;22.01;;\
T;2018-08-28 17:37:55;50.347795000;6.970487000;553.2;79.6;2.8;20.929;22.12;;\
T;2018-08-28 17:37:55;50.347795000;6.970487000;553.2;79.6;;20.929;0.00;;\
T;2018-08-28 17:37:56;50.347689000;6.970220000;554.0;80.5;3.6;20.951;22.36;;\
T;2018-08-28 17:37:57;50.347590000;6.969973000;554.0;74.7;0.0;20.972;20.75;;\
T;2018-08-28 17:37:58;50.347491000;6.969727000;554.0;74.5;0.2;20.993;20.68;;\
T;2018-08-28 17:37:59;50.347394000;6.969487000;554.4;72.7;1.7;21.013;20.20;;\
T;2018-08-28 17:38:00;50.347298000;6.969249000;556.3;72.1;9.7;21.033;20.03;;\
T;2018-08-28 17:38:01;50.347204000;6.969016000;558.2;70.6;9.6;21.052;19.61;;\
T;2018-08-28 17:38:02;50.347117000;6.968797000;560.3;66.1;11.3;21.071;18.35;;\
T;2018-08-28 17:38:03;50.347034000;6.968592000;561.7;62.2;8.1;21.088;17.27;;\
T;2018-08-28 17:38:04;50.346953000;6.968390000;562.0;61.1;1.7;21.105;16.97;;\
T;2018-08-28 17:38:05;50.346877000;6.968208000;562.7;55.7;4.5;21.120;15.47;;\
T;2018-08-28 17:38:06;50.346808000;6.968043000;563.5;50.5;5.8;21.134;14.03;;\
}
